tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;persentase_utp_seluruhnya_dijual;persentase_utp_sebagian_besar_dijual;persentase_utp_sebagian_besar_dikonsumsi;persentase_utp_belum_dijual
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310070] NITA;53;5310;5310070;40.63;59.38;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310071] MAGEPANDA;53;5310;5310071;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310080] ALOK;53;5310;5310080;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310082] ALOK TIMUR;53;5310;5310082;0.00;100.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310] SIKKA;53;5310;5310999;34.15;63.90;1.46;0.49
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310010] PAGA;53;5310;5310010;58.33;41.67;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310011] MEGO;53;5310;5310011;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310020] LELA;53;5310;5310020;15.00;70.00;10.00;5.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310030] BOLA;53;5310;5310030;95.24;4.76;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310031] DORENG;53;5310;5310031;90.77;7.69;1.54;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310032] MAPITARA;53;5310;5310032;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310040] TALIBURA;53;5310;5310040;73.31;25.10;0.80;0.80
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310041] WAIGETE;53;5310;5310041;68.11;31.10;0.53;0.27
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310042] WAIBLAMA;53;5310;5310042;97.87;0.71;0.00;1.42
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310050] KEWAPANTE;53;5310;5310050;63.33;36.39;0.28;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310051] HEWOKLOANG;53;5310;5310051;59.54;39.31;0.58;0.58
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310052] KANGAE;53;5310;5310052;76.29;23.09;0.00;0.63
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310061] PALUE;53;5310;5310061;0.00;100.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310062] KOTING;53;5310;5310062;80.00;20.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310063] NELLE;53;5310;5310063;25.81;74.19;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310070] NITA;53;5310;5310070;54.65;37.21;8.14;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310071] MAGEPANDA;53;5310;5310071;51.83;46.84;1.33;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310080] ALOK;53;5310;5310080;75.00;25.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310081] ALOK BARAT;53;5310;5310081;71.50;26.42;1.04;1.04
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310082] ALOK TIMUR;53;5310;5310082;44.20;42.86;12.95;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310] SIKKA;53;5310;5310999;67.99;30.22;1.39;0.40
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310010] PAGA;53;5310;5310010;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310011] MEGO;53;5310;5310011;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310012] TANA WAWO;53;5310;5310012;95.24;0.00;4.76;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310020] LELA;53;5310;5310020;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310030] BOLA;53;5310;5310030;97.77;1.68;0.00;0.56
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310031] DORENG;53;5310;5310031;96.75;0.00;0.00;3.25
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310032] MAPITARA;53;5310;5310032;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310040] TALIBURA;53;5310;5310040;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310041] WAIGETE;53;5310;5310041;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310042] WAIBLAMA;53;5310;5310042;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310050] KEWAPANTE;53;5310;5310050;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310051] HEWOKLOANG;53;5310;5310051;98.93;0.53;0.00;0.53
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310052] KANGAE;53;5310;5310052;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310061] PALUE;53;5310;5310061;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310062] KOTING;53;5310;5310062;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310070] NITA;53;5310;5310070;95.65;4.35;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310080] ALOK;53;5310;5310080;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310081] ALOK BARAT;53;5310;5310081;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310082] ALOK TIMUR;53;5310;5310082;96.77;0.00;0.00;3.23
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310] SIKKA;53;5310;5310999;98.43;0.55;0.08;0.94
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310010] PAGA;53;5310;5310010;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310011] MEGO;53;5310;5310011;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310020] LELA;53;5310;5310020;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310030] BOLA;53;5310;5310030;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310031] DORENG;53;5310;5310031;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310032] MAPITARA;53;5310;5310032;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310040] TALIBURA;53;5310;5310040;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310041] WAIGETE;53;5310;5310041;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310052] KANGAE;53;5310;5310052;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310062] KOTING;53;5310;5310062;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310070] NITA;53;5310;5310070;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310080] ALOK;53;5310;5310080;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310] SIKKA;53;5310;5310999;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310010] PAGA;53;5310;5310010;99.51;0.25;0.00;0.25
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310011] MEGO;53;5310;5310011;98.31;0.00;0.00;1.69
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310012] TANA WAWO;53;5310;5310012;100.00;0.00;0.00;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310020] LELA;53;5310;5310020;98.75;0.16;0.16;0.94
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310030] BOLA;53;5310;5310030;99.56;0.15;0.00;0.29
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310031] DORENG;53;5310;5310031;99.24;0.25;0.25;0.25
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310032] MAPITARA;53;5310;5310032;99.55;0.22;0.00;0.22
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310040] TALIBURA;53;5310;5310040;98.59;0.32;0.46;0.64
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310041] WAIGETE;53;5310;5310041;98.71;1.08;0.07;0.14
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310042] WAIBLAMA;53;5310;5310042;98.59;0.38;0.47;0.56
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310050] KEWAPANTE;53;5310;5310050;99.18;0.47;0.00;0.35
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310051] HEWOKLOANG;53;5310;5310051;98.99;0.60;0.00;0.40
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310052] KANGAE;53;5310;5310052;98.04;1.38;0.12;0.46
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310061] PALUE;53;5310;5310061;99.78;0.00;0.07;0.15
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310062] KOTING;53;5310;5310062;99.27;0.24;0.48;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310063] NELLE;53;5310;5310063;78.20;21.30;0.50;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310070] NITA;53;5310;5310070;98.16;1.62;0.00;0.22
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310071] MAGEPANDA;53;5310;5310071;98.48;0.80;0.18;0.54
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310080] ALOK;53;5310;5310080;99.00;0.87;0.00;0.12
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310081] ALOK BARAT;53;5310;5310081;90.89;6.38;2.51;0.23
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310082] ALOK TIMUR;53;5310;5310082;98.36;1.01;0.13;0.50
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310] SIKKA;53;5310;5310999;98.16;1.23;0.23;0.37
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310010] PAGA;53;5310;5310010;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310011] MEGO;53;5310;5310011;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310020] LELA;53;5310;5310020;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310030] BOLA;53;5310;5310030;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310031] DORENG;53;5310;5310031;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310032] MAPITARA;53;5310;5310032;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310040] TALIBURA;53;5310;5310040;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310041] WAIGETE;53;5310;5310041;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310052] KANGAE;53;5310;5310052;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310061] PALUE;53;5310;5310061;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310062] KOTING;53;5310;5310062;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310063] NELLE;53;5310;5310063;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310070] NITA;53;5310;5310070;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310080] ALOK;53;5310;5310080;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310] SIKKA;53;5310;5310999;-;-;-;-
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310010] PAGA;53;5310;5310010;99.46;0.07;0.07;0.40
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310011] MEGO;53;5310;5310011;99.38;0.14;0.14;0.34
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310012] TANA WAWO;53;5310;5310012;99.49;0.08;0.17;0.25
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310020] LELA;53;5310;5310020;98.56;0.86;0.00;0.58
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310030] BOLA;53;5310;5310030;99.74;0.19;0.06;0.00
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310031] DORENG;53;5310;5310031;99.29;0.36;0.07;0.28
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310032] MAPITARA;53;5310;5310032;99.33;0.17;0.00;0.51
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310040] TALIBURA;53;5310;5310040;94.25;1.53;1.92;2.30
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310041] WAIGETE;53;5310;5310041;99.29;0.24;0.24;0.24
BAB_5_tabel_5_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310042] WAIBLAMA;53;5310;5310042;98.25;0.29;0.87;0.58
