tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup_selain_ternak_besar_tujuan_pengembangbiakan;n_rtup_selain_ternak_besar_tujuan_penggemukan;n_rtup_selain_ternak_besar_tujuan_pembibitan;n_rtup_selain_ternak_besar_tujuan_pembesaran;n_rtup_selain_ternak_besar_tujuan_produksi;jumlah;n_rtup_usaha_selain_ternak_besar
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4202;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310010] PAGA;53;5310;5310010;380;9;0;0;0;389;389
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310011] MEGO;53;5310;5310011;609;15;0;0;0;624;624
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310012] TANA WAWO;53;5310;5310012;495;46;0;0;0;541;541
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310020] LELA;53;5310;5310020;563;55;0;0;0;618;618
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310030] BOLA;53;5310;5310030;310;46;1;0;0;357;357
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310031] DORENG;53;5310;5310031;223;78;0;0;0;301;301
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310032] MAPITARA;53;5310;5310032;290;7;0;0;0;297;297
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310040] TALIBURA;53;5310;5310040;765;57;3;0;0;825;825
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310041] WAIGETE;53;5310;5310041;684;191;0;0;0;875;875
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310042] WAIBLAMA;53;5310;5310042;265;7;2;0;0;274;274
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310050] KEWAPANTE;53;5310;5310050;328;29;0;0;0;357;357
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310051] HEWOKLOANG;53;5310;5310051;180;59;0;0;0;239;239
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310052] KANGAE;53;5310;5310052;567;52;0;0;0;619;619
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310061] PALUE;53;5310;5310061;177;17;1;0;0;195;195
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310062] KOTING;53;5310;5310062;103;36;0;0;0;139;139
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310063] NELLE;53;5310;5310063;121;6;0;0;0;127;127
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310070] NITA;53;5310;5310070;406;183;4;0;0;593;593
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310071] MAGEPANDA;53;5310;5310071;185;231;0;0;0;416;416
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310080] ALOK;53;5310;5310080;223;32;0;0;0;255;255
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310081] ALOK BARAT;53;5310;5310081;70;232;0;0;0;302;302
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310082] ALOK TIMUR;53;5310;5310082;565;68;0;0;0;633;633
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4203;[5310] SIKKA;53;5310;5310999;7509;1456;11;0;0;8976;8976
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4204;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4205;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310010] PAGA;53;5310;5310010;939;0;0;0;0;939;939
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310011] MEGO;53;5310;5310011;1127;0;0;0;0;1127;1127
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310012] TANA WAWO;53;5310;5310012;777;0;0;0;0;777;777
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310020] LELA;53;5310;5310020;972;0;0;0;0;972;972
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310030] BOLA;53;5310;5310030;1002;0;0;0;0;1002;1002
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310031] DORENG;53;5310;5310031;1346;0;0;0;0;1346;1346
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310032] MAPITARA;53;5310;5310032;349;0;0;0;0;349;349
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310040] TALIBURA;53;5310;5310040;1841;0;0;0;0;1841;1841
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310041] WAIGETE;53;5310;5310041;2466;0;0;0;0;2466;2466
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310042] WAIBLAMA;53;5310;5310042;393;0;0;0;0;393;393
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310050] KEWAPANTE;53;5310;5310050;1042;0;0;0;0;1042;1042
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310051] HEWOKLOANG;53;5310;5310051;1198;0;0;0;0;1198;1198
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310052] KANGAE;53;5310;5310052;2207;0;0;0;0;2207;2207
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310061] PALUE;53;5310;5310061;275;0;0;0;0;275;275
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310062] KOTING;53;5310;5310062;588;0;0;0;0;588;588
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310063] NELLE;53;5310;5310063;645;0;0;0;0;645;645
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310070] NITA;53;5310;5310070;1629;0;0;0;0;1629;1629
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310071] MAGEPANDA;53;5310;5310071;958;0;0;0;0;958;958
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310080] ALOK;53;5310;5310080;703;0;0;0;0;703;703
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310081] ALOK BARAT;53;5310;5310081;728;0;0;0;0;728;728
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310082] ALOK TIMUR;53;5310;5310082;1134;0;0;0;0;1134;1134
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4301;[5310] SIKKA;53;5310;5310999;22319;0;0;0;0;22319;22319
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310010] PAGA;53;5310;5310010;0;2;0;0;0;2;2
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310011] MEGO;53;5310;5310011;0;3;0;0;0;3;3
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_6_tabel_6_13_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310020] LELA;53;5310;5310020;0;3;0;0;0;3;3
