tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_budidaya;n_utp_pembibitan;n_utp_budidaya_dan_pembibitan;n_utp_jumlah;n_utp_budidaya_jumlah;n_utp_pembibitan_jumlah;n_utp
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310051] HEWOKLOANG;53;5310;5310051;2;0;0;2;2;0;2
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310052] KANGAE;53;5310;5310052;2;0;0;2;2;0;2
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310061] PALUE;53;5310;5310061;1;0;0;1;1;0;1
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310062] KOTING;53;5310;5310062;3;0;0;3;3;0;3
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310070] NITA;53;5310;5310070;129;0;0;129;129;0;129
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310071] MAGEPANDA;53;5310;5310071;1;0;0;1;1;0;1
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310082] ALOK TIMUR;53;5310;5310082;3;0;0;3;3;0;3
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310] SIKKA;53;5310;5310999;217;0;0;217;217;0;217
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310010] PAGA;53;5310;5310010;25;0;0;25;25;0;25
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310011] MEGO;53;5310;5310011;1;0;0;1;1;0;1
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310020] LELA;53;5310;5310020;26;0;0;26;26;0;26
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310030] BOLA;53;5310;5310030;79;0;0;79;79;0;79
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310031] DORENG;53;5310;5310031;72;0;0;72;72;0;72
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310032] MAPITARA;53;5310;5310032;7;0;0;7;7;0;7
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310040] TALIBURA;53;5310;5310040;291;0;0;291;291;0;291
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310041] WAIGETE;53;5310;5310041;1166;0;0;1166;1166;0;1166
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310042] WAIBLAMA;53;5310;5310042;148;0;0;148;148;0;148
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310050] KEWAPANTE;53;5310;5310050;385;0;0;385;385;0;385
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310051] HEWOKLOANG;53;5310;5310051;177;0;0;177;177;0;177
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310052] KANGAE;53;5310;5310052;818;1;0;819;818;1;819
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310061] PALUE;53;5310;5310061;1;0;0;1;1;0;1
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310062] KOTING;53;5310;5310062;24;0;0;24;24;0;24
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310063] NELLE;53;5310;5310063;34;0;0;34;34;0;34
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310070] NITA;53;5310;5310070;87;0;0;87;87;0;87
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310071] MAGEPANDA;53;5310;5310071;319;0;0;319;319;0;319
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310080] ALOK;53;5310;5310080;79;0;0;79;79;0;79
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310081] ALOK BARAT;53;5310;5310081;198;0;0;198;198;0;198
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310082] ALOK TIMUR;53;5310;5310082;230;0;0;230;230;0;230
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310] SIKKA;53;5310;5310999;4167;1;0;4168;4167;1;4168
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310010] PAGA;53;5310;5310010;21;0;0;21;21;0;21
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310011] MEGO;53;5310;5310011;138;0;0;138;138;0;138
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310012] TANA WAWO;53;5310;5310012;181;0;0;181;181;0;181
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310020] LELA;53;5310;5310020;8;0;0;8;8;0;8
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310030] BOLA;53;5310;5310030;864;0;1;865;865;1;865
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310031] DORENG;53;5310;5310031;1654;0;1;1655;1655;1;1655
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310032] MAPITARA;53;5310;5310032;239;0;0;239;239;0;239
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310040] TALIBURA;53;5310;5310040;17;0;0;17;17;0;17
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310041] WAIGETE;53;5310;5310041;535;0;0;535;535;0;535
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310042] WAIBLAMA;53;5310;5310042;24;0;0;24;24;0;24
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310050] KEWAPANTE;53;5310;5310050;110;0;0;110;110;0;110
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310051] HEWOKLOANG;53;5310;5310051;1161;1;2;1164;1163;3;1164
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310052] KANGAE;53;5310;5310052;104;0;0;104;104;0;104
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310061] PALUE;53;5310;5310061;6;0;0;6;6;0;6
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310062] KOTING;53;5310;5310062;6;0;0;6;6;0;6
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310063] NELLE;53;5310;5310063;1;0;0;1;1;0;1
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310070] NITA;53;5310;5310070;243;0;1;244;244;1;244
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310080] ALOK;53;5310;5310080;13;0;0;13;13;0;13
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310081] ALOK BARAT;53;5310;5310081;9;0;0;9;9;0;9
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310082] ALOK TIMUR;53;5310;5310082;84;0;0;84;84;0;84
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310] SIKKA;53;5310;5310999;5418;1;5;5424;5423;6;5424
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310010] PAGA;53;5310;5310010;464;0;0;464;464;0;464
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310011] MEGO;53;5310;5310011;132;0;0;132;132;0;132
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310012] TANA WAWO;53;5310;5310012;5;0;0;5;5;0;5
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310020] LELA;53;5310;5310020;731;0;0;731;731;0;731
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310030] BOLA;53;5310;5310030;785;0;0;785;785;0;785
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310031] DORENG;53;5310;5310031;448;0;0;448;448;0;448
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310032] MAPITARA;53;5310;5310032;476;0;0;476;476;0;476
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310040] TALIBURA;53;5310;5310040;3019;0;0;3019;3019;0;3019
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310041] WAIGETE;53;5310;5310041;2955;1;0;2956;2955;1;2956
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310042] WAIBLAMA;53;5310;5310042;1139;1;0;1140;1139;1;1140
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310050] KEWAPANTE;53;5310;5310050;888;0;0;888;888;0;888
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310051] HEWOKLOANG;53;5310;5310051;513;0;0;513;513;0;513
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310052] KANGAE;53;5310;5310052;952;0;0;952;952;0;952
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310061] PALUE;53;5310;5310061;1353;0;0;1353;1353;0;1353
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310062] KOTING;53;5310;5310062;437;0;0;437;437;0;437
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310063] NELLE;53;5310;5310063;413;0;0;413;413;0;413
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310070] NITA;53;5310;5310070;975;0;0;975;975;0;975
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310071] MAGEPANDA;53;5310;5310071;1180;0;0;1180;1180;0;1180
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310080] ALOK;53;5310;5310080;858;0;0;858;858;0;858
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310081] ALOK BARAT;53;5310;5310081;458;0;0;458;458;0;458
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310082] ALOK TIMUR;53;5310;5310082;852;0;0;852;852;0;852
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310] SIKKA;53;5310;5310999;19033;2;0;19035;19033;2;19035
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310010] PAGA;53;5310;5310010;1604;1;0;1605;1604;1;1605
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310011] MEGO;53;5310;5310011;1530;0;0;1530;1530;0;1530
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310012] TANA WAWO;53;5310;5310012;1238;0;0;1238;1238;0;1238
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310020] LELA;53;5310;5310020;723;0;0;723;723;0;723
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310030] BOLA;53;5310;5310030;1633;0;10;1643;1643;10;1643
BAB_5_tabel_5_37_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310031] DORENG;53;5310;5310031;1493;0;0;1493;1493;0;1493
