tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_usaha_ternak_besar_produksi_daging;n_utp_usaha_ternak_besar_produksi_susu_segar;n_utp_usaha_ternak_besar_produksi_telur_konsumsi;n_utp_usaha_ternak_besar_produksi_telur_tetas;n_utp_usaha_ternak_besar_produksi_semen_ternak;n_utp_usaha_ternak_besar_produksi_embrio;n_utp_usaha_ternak_besar_produksi_madu;n_utp_usaha_ternak_besar_produksi_liur_atau_sarang;n_utp_usaha_ternak_besar_produksi_bulu;n_utp_usaha_ternak_besar_produksi_kepompong;n_utp_usaha_ternak_besar_produksi_kulit;n_utp_usaha_ternak_besar_produksi_lilin_malam;jumlah;n_utp_usaha_ternak_besar
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310070] NITA;53;5310;5310070;4;0;0;0;0;0;0;0;0;0;0;0;4;4
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310071] MAGEPANDA;53;5310;5310071;170;0;0;0;0;0;0;0;0;0;0;0;170;170
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310080] ALOK;53;5310;5310080;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310082] ALOK TIMUR;53;5310;5310082;1;0;0;0;0;0;0;0;0;0;0;0;1;1
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4101;[5310] SIKKA;53;5310;5310999;208;0;0;0;0;0;0;0;0;0;0;0;208;208
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4103;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310010] PAGA;53;5310;5310010;269;0;0;0;0;0;0;0;0;0;0;0;269;269
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310011] MEGO;53;5310;5310011;442;0;0;0;0;0;0;0;0;0;0;0;442;442
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310012] TANA WAWO;53;5310;5310012;338;0;0;0;0;0;0;0;0;0;0;0;338;338
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310020] LELA;53;5310;5310020;115;0;0;0;0;0;0;0;0;0;0;0;115;115
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310030] BOLA;53;5310;5310030;219;0;0;0;0;0;0;0;0;0;0;0;219;219
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310031] DORENG;53;5310;5310031;222;0;0;0;0;0;0;0;0;0;0;0;222;222
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310032] MAPITARA;53;5310;5310032;165;0;0;0;0;0;0;0;0;0;0;0;165;165
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310040] TALIBURA;53;5310;5310040;752;0;0;0;0;0;0;0;0;0;0;0;752;752
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310041] WAIGETE;53;5310;5310041;415;0;0;0;0;0;0;0;0;0;0;0;415;415
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310042] WAIBLAMA;53;5310;5310042;152;0;0;0;0;0;0;0;0;0;0;0;152;152
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310050] KEWAPANTE;53;5310;5310050;212;0;0;0;0;0;0;0;0;0;0;0;212;212
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310051] HEWOKLOANG;53;5310;5310051;35;0;0;0;0;0;0;0;0;0;0;0;35;35
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310052] KANGAE;53;5310;5310052;326;0;0;0;0;0;0;0;0;0;0;0;326;326
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310062] KOTING;53;5310;5310062;8;0;0;0;0;0;0;0;0;0;0;0;8;8
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310063] NELLE;53;5310;5310063;22;0;0;0;0;0;0;0;0;0;0;0;22;22
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310070] NITA;53;5310;5310070;50;0;0;0;0;0;0;0;0;0;0;0;50;50
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310071] MAGEPANDA;53;5310;5310071;396;0;0;0;0;0;0;0;0;0;0;0;396;396
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310080] ALOK;53;5310;5310080;11;0;0;0;0;0;0;0;0;0;0;0;11;11
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310081] ALOK BARAT;53;5310;5310081;200;0;0;0;0;0;0;0;0;0;0;0;200;200
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310082] ALOK TIMUR;53;5310;5310082;121;0;0;0;0;0;0;0;0;0;0;0;121;121
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4104;[5310] SIKKA;53;5310;5310999;4470;0;0;0;0;0;0;0;0;0;0;0;4470;4470
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAB_6_tabel_6_20_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4105;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
