tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;ID;n_rtup;sum_jumlah_tanaman_belum_menghasilkan;sum_jumlah_tanaman_menghasilkan;sum_jumlah_tanaman_tidak_menghasilkan;sum_produksi_volume;sum_produksi_nilai
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310061] PALUE;53;5310;5310061;36653060;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310062] KOTING;53;5310;5310062;32071375;16;428;378;0;291;1884
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310063] NELLE;53;5310;5310063;22908095;2;0;74;0;155;900
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310070] NITA;53;5310;5310070;68725801;26;109;1270;0;1081;6857
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310071] MAGEPANDA;53;5310;5310071;36653732;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310080] ALOK;53;5310;5310080;32071963;1;20;50;0;155;900
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310081] ALOK BARAT;53;5310;5310081;18326814;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310082] ALOK TIMUR;53;5310;5310082;50398656;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2148;[5310] SIKKA;53;5310;5310999;888726208;482;4042;18057;303;23471.74;615005
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310010] PAGA;53;5310;5310010;79979388;1;0;50;0;3652;3620
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310011] MEGO;53;5310;5310011;68554554;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310012] TANA WAWO;53;5310;5310012;57128685;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310020] LELA;53;5310;5310020;51415731;4;21;20;10;44;420
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310030] BOLA;53;5310;5310030;45702804;23;7;148;11;1846;5173
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310031] DORENG;53;5310;5310031;51415578;2;4;8;0;67;425
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310032] MAPITARA;53;5310;5310032;22851342;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310040] TALIBURA;53;5310;5310040;114262020;5;42;42;0;178.53;780
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310041] WAIGETE;53;5310;5310041;62844958;7;1;22;0;165;655
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310042] WAIBLAMA;53;5310;5310042;39992183;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310050] KEWAPANTE;53;5310;5310050;51418449;15;51;201;0;4268;18980
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310051] HEWOKLOANG;53;5310;5310051;39992071;1;15;10;0;63;500
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310052] KANGAE;53;5310;5310052;51418305;19;92;147;2;1632;14265
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310061] PALUE;53;5310;5310061;45705588;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310062] KOTING;53;5310;5310062;39992771;2;0;27;0;5;40
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310063] NELLE;53;5310;5310063;28566235;6;0;44;1;255;2628
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310070] NITA;53;5310;5310070;85698555;2;7;35;0;1205;9600
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310071] MAGEPANDA;53;5310;5310071;45705804;1;2;1;0;5;50
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310080] ALOK;53;5310;5310080;39992526;11;33;81;16;2008;6565
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310081] ALOK BARAT;53;5310;5310081;22852850;3;0;7;1;207;2055
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310082] ALOK TIMUR;53;5310;5310082;62845255;28;23;276;1;3057;9676
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2149;[5310] SIKKA;53;5310;5310999;1108335652;130;298;1119;42;18657.53;75432
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310010] PAGA;53;5310;5310010;78504005;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310011] MEGO;53;5310;5310011;67289202;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310012] TANA WAWO;53;5310;5310012;56074225;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310020] LELA;53;5310;5310020;50466717;1;0;1;0;12;25
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310030] BOLA;53;5310;5310030;44859236;21;14;103;4;784;3135
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310031] DORENG;53;5310;5310031;50466564;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310032] MAPITARA;53;5310;5310032;22408570;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310040] TALIBURA;53;5310;5310040;111937670;34;55;230;2;1390;10349
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310041] WAIGETE;53;5310;5310041;61565548;50;73;416;4;13095.1;15703
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310042] WAIBLAMA;53;5310;5310042;39178013;2;9;11;8;131;360
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310050] KEWAPANTE;53;5310;5310050;50371659;30;41;231;1;889;5928
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310051] HEWOKLOANG;53;5310;5310051;39177901;26;102;194;0;1041;4992
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310052] KANGAE;53;5310;5310052;50371887;39;38;216;5;753;4970
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310061] PALUE;53;5310;5310061;44775604;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310062] KOTING;53;5310;5310062;39178601;4;5;14;0;46;325
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310063] NELLE;53;5310;5310063;27984685;5;5;50;2;89;900
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310070] NITA;53;5310;5310070;83953905;16;8;134;0;681;5875
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310071] MAGEPANDA;53;5310;5310071;44775324;3;0;82;0;317;1700
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310080] ALOK;53;5310;5310080;39178356;9;46;75;0;1874;10820
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310081] ALOK BARAT;53;5310;5310081;22387610;5;2;45;5;180;1825
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310082] ALOK TIMUR;53;5310;5310082;61565101;23;48;120;21;714.05;5000
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2150;[5310] SIKKA;53;5310;5310999;1086470383;268;446;1922;52;21996.15;71907
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310010] PAGA;53;5310;5310010;79530885;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310011] MEGO;53;5310;5310011;68169174;1;2;3;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310012] TANA WAWO;53;5310;5310012;56807535;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310020] LELA;53;5310;5310020;51126696;7;18;59;0;135;1115
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310030] BOLA;53;5310;5310030;45445884;3;0;16;0;127.5;730
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310031] DORENG;53;5310;5310031;51128769;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310032] MAPITARA;53;5310;5310032;22724366;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310040] TALIBURA;53;5310;5310040;113621590;4;3;47;0;71;420
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310041] WAIGETE;53;5310;5310041;62491704;8;0;95;0;454;2492
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310042] WAIBLAMA;53;5310;5310042;39767385;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310050] KEWAPANTE;53;5310;5310050;51129423;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310051] HEWOKLOANG;53;5310;5310051;39767521;1;12;10;0;200;300
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310052] KANGAE;53;5310;5310052;51130395;5;0;41;1;153;1100
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310061] PALUE;53;5310;5310061;45449172;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310062] KOTING;53;5310;5310062;39767973;1;0;5;0;16;120
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310063] NELLE;53;5310;5310063;28405665;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310070] NITA;53;5310;5310070;85216845;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310071] MAGEPANDA;53;5310;5310071;45448892;1;0;10;0;63;130
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310080] ALOK;53;5310;5310080;39767728;1;13;0;2;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310081] ALOK BARAT;53;5310;5310081;22724022;2;10;61;30;25;189
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310082] ALOK TIMUR;53;5310;5310082;62490637;1;10;1;0;20;200
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2151;[5310] SIKKA;53;5310;5310999;1102112261;35;68;348;33;1264.5;6796
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310010] PAGA;53;5310;5310010;83530503;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310011] MEGO;53;5310;5310011;71597418;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310012] TANA WAWO;53;5310;5310012;59664405;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310020] LELA;53;5310;5310020;53697879;4;10;9;0;35;650
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310030] BOLA;53;5310;5310030;47728912;3;3;60;0;447;3300
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310031] DORENG;53;5310;5310031;53692173;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310032] MAPITARA;53;5310;5310032;23863162;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310040] TALIBURA;53;5310;5310040;119315570;11;98;162;3;1199;6570
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310041] WAIGETE;53;5310;5310041;65623393;15;26;52;0;621;2743
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310042] WAIBLAMA;53;5310;5310042;41760278;5;65;50;0;85;1072
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310050] KEWAPANTE;53;5310;5310050;53692083;8;14;47;29;98;595
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310051] HEWOKLOANG;53;5310;5310051;41761027;5;5;19;0;51;322
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310052] KANGAE;53;5310;5310052;53692677;7;7;33;0;90;780
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310061] PALUE;53;5310;5310061;47726756;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310062] KOTING;53;5310;5310062;41760859;2;10;32;0;325;2650
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310063] NELLE;53;5310;5310063;29829155;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310070] NITA;53;5310;5310070;89487315;9;2;43;0;181;1435
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310071] MAGEPANDA;53;5310;5310071;47726476;2;0;15;0;85;500
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310080] ALOK;53;5310;5310080;41759753;2;0;4;0;78;790
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310081] ALOK BARAT;53;5310;5310081;23862694;3;3;15;0;195;1920
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310082] ALOK TIMUR;53;5310;5310082;65622326;5;88;24;7;72;360
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2152;[5310] SIKKA;53;5310;5310999;1157394814;81;331;565;39;3562;23687
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310010] PAGA;53;5310;5310010;56652253;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310011] MEGO;53;5310;5310011;48558918;1;0;5;0;130;250
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310012] TANA WAWO;53;5310;5310012;40465773;1;0;15;0;339;450
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310020] LELA;53;5310;5310020;36420066;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310030] BOLA;53;5310;5310030;32373324;8;15;35;0;856;2385
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310031] DORENG;53;5310;5310031;36419913;18;23;245;0;1077;5700
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310032] MAPITARA;53;5310;5310032;16186602;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310040] TALIBURA;53;5310;5310040;80932770;11;18;87;0;1499;3370
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310041] WAIGETE;53;5310;5310041;44513921;12;38;84;0;898;2040
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310042] WAIBLAMA;53;5310;5310042;28328790;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310050] KEWAPANTE;53;5310;5310050;36422658;19;28;68;0;587;3808
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310051] HEWOKLOANG;53;5310;5310051;28328678;18;27;83;0;2007;3655
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310052] KANGAE;53;5310;5310052;36422514;8;13;33;0;347;5757
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310061] PALUE;53;5310;5310061;32375500;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310062] KOTING;53;5310;5310062;28328510;4;1;9;0;93;500
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310063] NELLE;53;5310;5310063;20234620;2;0;5;0;62;175
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310070] NITA;53;5310;5310070;60705019;5;0;118;0;1682;6090
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310071] MAGEPANDA;53;5310;5310071;32376172;5;25;25;0;353;1435
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310080] ALOK;53;5310;5310080;28329098;4;2;22;0;394;2440
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310081] ALOK BARAT;53;5310;5310081;16188034;1;5;6;1;202;480
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310082] ALOK TIMUR;53;5310;5310082;44517011;3;0;15;0;220;325
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2153;[5310] SIKKA;53;5310;5310999;785080144;120;195;855;1;10746;38860
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310010] PAGA;53;5310;5310010;55022275;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310011] MEGO;53;5310;5310011;47161794;3;0;45;0;287;3000
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310012] TANA WAWO;53;5310;5310012;39301385;1;0;20;0;266;400
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310020] LELA;53;5310;5310020;35371161;1;0;3;0;5;75
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310030] BOLA;53;5310;5310030;31443106;1;7;25;0;66;60
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310031] DORENG;53;5310;5310031;35374221;15;2;90;0;1365;7730
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310032] MAPITARA;53;5310;5310032;15721850;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310040] TALIBURA;53;5310;5310040;78609010;8;1;224;0;3232;23290
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310041] WAIGETE;53;5310;5310041;43234785;7;5;80;0;408;2310
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310042] WAIBLAMA;53;5310;5310042;27512982;1;40;30;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310050] KEWAPANTE;53;5310;5310050;35374595;22;20;130;0;1608;12910
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310051] HEWOKLOANG;53;5310;5310051;27516000;12;14;39;0;1416;2435
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310052] KANGAE;53;5310;5310052;35374698;3;4;15;0;338;910
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310061] PALUE;53;5310;5310061;31444108;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310062] KOTING;53;5310;5310062;27513542;1;0;4;0;45;210
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310063] NELLE;53;5310;5310063;19652500;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310070] NITA;53;5310;5310070;58957350;17;16;110;0;17528;35069
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310071] MAGEPANDA;53;5310;5310071;31443233;8;54;45;0;654;1430
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310080] ALOK;53;5310;5310080;27512464;3;0;12;0;655;4990
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310081] ALOK BARAT;53;5310;5310081;15721386;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310082] ALOK TIMUR;53;5310;5310082;43233729;9;20;27;0;4098;72735
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2154;[5310] SIKKA;53;5310;5310999;762496174;112;183;899;0;31971;167554
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310010] PAGA;53;5310;5310010;55552497;431;3184;15400;6;358820;475320
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310011] MEGO;53;5310;5310011;47616270;536;2842;13298;280;466627.5;653104
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310012] TANA WAWO;53;5310;5310012;39680115;202;143;3965;0;63455.7;95363
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310020] LELA;53;5310;5310020;35712018;547;2617;9424;244;84209.19;226930
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310030] BOLA;53;5310;5310030;31743948;699;1596;6293;445;118293.6;171224
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310031] DORENG;53;5310;5310031;35712341;377;1113;4888;6;88010;153073
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310032] MAPITARA;53;5310;5310032;15872390;31;786;653;61;7510.69;9430
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310040] TALIBURA;53;5310;5310040;79361710;1160;4645;18156;254;302993.54;851854
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310041] WAIGETE;53;5310;5310041;43648770;1096;10045;16422;437;353090.03;652014
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310042] WAIBLAMA;53;5310;5310042;27776427;244;3311;1961;217;12941.83;77185
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310050] KEWAPANTE;53;5310;5310050;35712477;689;932;7666;9;188312;298940
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310051] HEWOKLOANG;53;5310;5310051;27775846;695;1073;5721;22;323988.64;387663
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310052] KANGAE;53;5310;5310052;35711271;708;5796;9580;50;96975.2;261574
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310061] PALUE;53;5310;5310061;31743284;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2155;[5310062] KOTING;53;5310;5310062;27775321;509;2211;5272;204;98637.71000000001;143275
